categoryId;description;id;name;oldprice;param;picture;price;url;vendor
Мужское/Одежда/Верхняя одежда;100% полиэстер;1514743;Куртка Lacoste;28480.00;Артикул:BH3201|Категория:Верхняя одежда|Размер:50, 52, 56|Цвет:чёрный|Пол:Мужской;https://lacoste.ru/upload/photo/1476/BH3201031.jpg;19936.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fverkhnyaya-odezhda-muzhchiny%2Fkurtka_lacoste_625_color_031%2F&i=5;Lacoste
Детское/Дети (3-10 лет)/Одежда для мальчиков/Поло / Мальчики;100% хлопок;1514806;Поло Lacoste;8980.00;Артикул:PJ7805|Категория:Поло|Размер:5A, 6A|Цвет:голубой|Пол:Мужской;https://lacoste.ru/upload/photo/1476/PJ78052YQ.jpg;6286.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fpolo_dlya_malchikov%2Fpolo_lacoste_627_color_2YQ%2F&i=5;Lacoste
Мужское/Одежда/Одежда для дома и сна;100% хлопок / Данный товар возврату не подлежит;1514754;Мужские клетчатые пижамные штаны Lacoste из хлопка;6980.00;Артикул:3H8341|Категория:Одежда для дома и сна|Размер:M|Цвет:тёмно-синий,зелёный|Пол:Мужской;https://lacoste.ru/upload/photo/1476/3H8341WD0.jpg;4886.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fodezhda_dlya_doma_i_sna_muzhchiny%2Fmuzhskie_kletchatye_pizhamnye_shtany_lacoste_iz_khlopka_color_WD0%2F&i=5;Lacoste
Женское/Одежда/Футболки;100% хлопок;1514822;Футболка Lacoste;7980.00;Артикул:TF7979|Категория:Футболки|Размер:34, 36, 38, 40|Цвет:серый|Пол:Женский;https://lacoste.ru/upload/photo/1476/TF7979TV5.jpg;5586.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Ffutbolki_zhenshchiny%2Ffutbolka_lacoste_708_color_TV5%2F&i=5;Lacoste
Мужское/Одежда/Футболки;100% хлопок;1514828;Футболка Lacoste;11480.00;Артикул:TH7435|Категория:Футболки|Размер:4|Цвет:тёмно-синий|Пол:Мужской;https://lacoste.ru/upload/photo/1476/TH7435166.jpg;8036.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Ffutbolki-muzhchiny%2Ffutbolka_lacoste_800_color_166%2F&i=5;Lacoste
Женское/Одежда/Футболки;100% хлопок;1514772;Футболка Lacoste L!VE;8980.00;Артикул:TF7128|Категория:Футболки|Размер:36, 40|Цвет:белый|Пол:Женский;https://lacoste.ru/upload/photo/1476/TF7128001.jpg;6286.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Ffutbolki_zhenshchiny%2Ffutbolka_lacoste_l_ve_9_color_001%2F&i=5;Lacoste
Мужское/Одежда/Поло;63% хлопок 31% полиэстер 6% эластан / 100% хлопок;1514798;Мужское спортивное поло Lacoste GOLF;16980.00;Артикул:DH6958|Категория:Поло|Размер:3|Цвет:тёмно-синий|Пол:Мужской;https://lacoste.ru/upload/photo/1476/DH69581WM.jpg;11886.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fpolo-muzh%2Fmuzhskoe_sportivnoe_polo_lacoste_golf_1_color_1WM%2F&i=5;Lacoste
Женское/Одежда/Свитеры;70% хлопок 30% шерсть;1518187;Свитер Lacoste;17980.00;Артикул:AF7026|Категория:Свитеры|Размер:34, 38, 40, 42|Цвет:белый|Пол:Женский;https://lacoste.ru/upload/photo/1476/AF702619F.jpg;12586.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fsvitery-zhenshchiny%2Fsviter_lacoste_687_color_19F%2F&i=5;Lacoste
Женское/Одежда/Блузы и рубашки;100% вискоза / 97% вискоза 3% эластан / 100% хлопок;1518142;Женская рубашка Lacoste Relaxed Fit;20480.00;Артикул:CF7343|Категория:Блузы и рубашки|Размер:34, 36, 38, 40|Цвет:белый|Пол:Женский;https://lacoste.ru/upload/photo/1476/CF734370V.jpg;14336.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fbluzy-i-rubashki-zhenshchiny%2Fzhenskaya_rubashka_lacoste_relaxed_fit_color_70V%2F&i=5;Lacoste
Женское/Одежда/Толстовки;93% хлопок 7% полиэстер / 100% хлопок;1518156;Толстовка Lacoste;17980.00;Артикул:SF7347|Категория:Толстовки|Размер:34, 36|Цвет:многоцветный|Пол:Женский;https://lacoste.ru/upload/photo/1476/SF7347254.jpg;12586.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Ftolstovki-zhenshchiny%2Ftolstovka_lacoste_528_color_254%2F&i=5;Lacoste
Женское/Одежда/Свитеры;100% хлопок;1518130;Свитер Lacoste;17980.00;Артикул:AF2224|Категория:Свитеры|Размер:34, 44|Цвет:многоцветный|Пол:Женский;https://lacoste.ru/upload/photo/1476/AF222424G.jpg;12586.00;https://ad.admitad.com/g/f446ccbb4541237c4d2cd5f2d2f9d4/?f_id=7775&ulp=https%3A%2F%2Flacoste.ru%2Fcatalog%2Fsvitery-zhenshchiny%2Fsviter_lacoste_686_color_24G%2F&i=5;Lacoste
